Current Unix Time (s),Milliseconds (ms),ADCS State,Attitude Estimation Mode,Control Mode,CubeControl Signal Enabled,CubeControl Motor Enabled,CubeSense Enabled,GPS Receiver Enabled,GPS LNA Power Enabled,Motor Driver Enabled,Magnetometer Deployment Enabled,Configuration Load Error,Orbit Parameters Load Error,CubeSense Communications Error,CubeControl Signal Communications Error,CubeControl Motor Communications Error,CubeSense Node Identification Error,CubeControl Signal Identification Error,CubeControl Motor Identification Error,Magnetometer Deployment Power Error,1s Control Loop Time Exceeded,Magnetometer Range Error,Sun Sensor Overcurrent Detected,Sun Sensor Busy Error,Sun Sensor Detection Error,Wheel Control Error,Nadir Sensor Overcurrent Detected,Nadir Sensor Busy Error,Nadir Sensor Detection Error,Estimation Error,Rate Sensor Range Error,Wheel Speed Range Error,Coarse Sun Sensor Error,Orbit Parameters are Invalid,Configuration is Invalid,Control Mode Change is not allowed,Estimator Change is not allowed,Modelled and measured magnetic field differs in size,SRAM Latch-up Error,SD Card Error,Node Recovery Error,Steady-State Y-Thomson detected,TRIAD and EKF reports same attitude,Sun is Above Local Horizon,Estimated Roll Angle (deg),Estimated Pitch Angle (deg),Estimated Yaw Angle (deg),Estimated X Anglular Rate (deg/s),Estimated Y Anglular Rate (deg/s),Estimated Z Anglular Rate (deg/s),Magnetic Field X (nT),Magnetic Field X (nT),Magnetic Field X (nT),Coarse Sun X,Coarse Sun Y,Coarse Sun Z,X Angular Rate (deg/s),Y Angular Rate (deg/s),Z Angular Rate (deg/s),CSS1,CSS2,CSS3,CSS4,CSS5,CSS6,MagX,MagY,MagZ,
1500208633,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.477813720703125,0.877105712890625,0.0479736328125,0,0.28,0,3,5,3,100,54,58,0,0,0,
1500208634,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.471038818359375,0.881011962890625,0.043609619140625,0,0.34,0,3,5,3,101,54,58,0,0,0,
1500208635,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.46673583984375,0.88330078125,0.043609619140625,0,0.32,0,3,5,3,101,53,58,0,0,0,
1500208636,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.460723876953125,0.88653564453125,0.041473388671875,0,0.28,0,3,4,3,101,52,57,0,0,0,
1500208637,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.456451416015625,0.88885498046875,0.039306640625,0,0.28,0,3,4,3,101,52,56,0,0,0,
1500208638,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.449493408203125,0.892486572265625,0.037078857421875,0,0.3,0,4,4,3,102,51,56,0,0,0,
1500208639,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.44512939453125,0.8946533203125,0.037078857421875,0,0.31,0,4,4,3,102,51,55,0,0,0,
1500208640,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.440765380859375,0.896820068359375,0.037078857421875,0,0.3,0,4,4,3,102,50,55,0,0,0,
1500208641,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.435577392578125,0.899444580078125,-0.034820556640625,0,0.29,0,4,4,3,103,50,54,0,0,0,
1500208642,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.43023681640625,0.902008056640625,-0.034942626953125,0,0.29,0,4,4,3,103,49,53,0,0,0,
1500208643,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.42584228515625,0.90411376953125,-0.034912109375,0,0.3,0,4,4,3,103,48,53,0,0,0,
1500208644,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.421417236328125,0.906158447265625,-0.034912109375,0,0.3,0,4,3,3,103,48,52,0,0,0,
1500208645,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.415191650390625,0.9090576171875,-0.034942626953125,0,0.31,0,4,3,3,104,47,52,0,0,0,
1500208646,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.408905029296875,0.911865234375,-0.03497314453125,0,0.32,0,4,3,3,104,46,51,0,0,0,
1500208647,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.402618408203125,0.9146728515625,-0.035003662109375,0,0.33,0,4,3,3,104,46,50,0,0,0,
1500208648,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.398101806640625,0.91656494140625,-0.03717041015625,0,0.32,0,4,3,3,104,45,50,0,0,0,
1500208649,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.3944091796875,0.91815185546875,-0.0372314453125,0,0.32,0,4,3,3,104,45,49,0,0,0,
1500208650,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.3992919921875,0.910247802734375,0.109466552734375,0,0.32,0,10,12,6,106,46,50,0,0,0,
1500208651,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.383514404296875,0.92266845703125,-0.0394287109375,0,0.32,0,4,3,3,105,43,48,0,0,0,
1500208652,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.37786865234375,0.924896240234375,-0.041717529296875,0,0.32,0,4,3,3,105,43,47,0,0,0,
1500208653,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.371429443359375,0.927490234375,-0.041748046875,0,0.32,0,4,3,3,105,42,47,0,0,0,
1500208654,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.366851806640625,0.929229736328125,-0.043914794921875,0,0.31,0,5,3,3,105,41,46,0,0,0,
1500208655,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.361053466796875,0.9312744140625,-0.048431396484375,0,0.31,0,5,3,3,105,41,46,0,0,0,
1500208656,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.357177734375,0.932647705078125,-0.050689697265625,0,0.31,0,5,3,3,105,40,45,0,0,0,
1500208657,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.365753173828125,0.92413330078125,0.1103515625,0,0.32,0,11,12,6,106,42,47,0,0,0,
1500208658,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.359375,0.926605224609375,0.11041259765625,0,0.33,0,12,12,6,107,41,46,0,0,0,
1500208659,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.341949462890625,0.937652587890625,-0.061767578125,0,0.34,0,7,3,3,106,38,44,0,0,0,
1500208660,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.33599853515625,0.93951416015625,-0.066314697265625,0,0.34,0,7,3,3,106,38,43,0,0,0,
1500208661,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.33197021484375,0.94061279296875,-0.07080078125,0,0.32,0,8,3,3,106,37,43,0,0,0,
1500208662,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.327850341796875,0.9415283203125,-0.0775146484375,0,0.31,0,8,3,3,106,37,42,0,0,0,
1500208663,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.32379150390625,0.942535400390625,-0.08203125,0,0.33,0,9,3,3,106,36,42,0,0,0,
1500208664,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.319610595703125,0.943359375,-0.088775634765625,0,0.35,0,10,3,3,106,36,41,0,0,0,
1500208665,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.31475830078125,0.9443359375,-0.095306396484375,0,0.37,0,10,3,3,106,35,41,0,0,0,
1500208666,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.308563232421875,0.9456787109375,-0.10211181640625,0,0.37,0,11,3,3,106,34,41,0,0,0,
1500208667,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.304962158203125,0.946075439453125,-0.10906982421875,0,0.36,0,12,3,3,106,34,40,0,0,0,
1500208668,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.300048828125,0.946868896484375,-0.115570068359375,0,0.36,0,13,3,3,106,33,40,0,0,0,
1500208669,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.2957763671875,0.9473876953125,-0.122314453125,0,0.37,0,13,3,3,106,33,39,0,0,0,
1500208670,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.29144287109375,0.94781494140625,-0.1290283203125,0,0.38,0,14,3,3,106,32,39,0,0,0,
1500208671,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.285675048828125,0.948577880859375,-0.136138916015625,0,0.38,0,15,3,3,106,32,38,0,0,0,
1500208672,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.28131103515625,0.94891357421875,-0.14288330078125,0,0.38,0,16,3,3,106,31,38,0,0,0,
1500208673,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.276824951171875,0.948822021484375,-0.15179443359375,0,0.38,0,17,3,3,106,31,38,0,0,0,
1500208674,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.27239990234375,0.949005126953125,-0.158538818359375,0,0.39,0,17,3,3,106,30,37,0,0,0,
1500208675,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.2685546875,0.94891357421875,-0.16558837890625,0,0.39,0,18,3,3,106,30,37,0,0,0,
1500208676,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.26409912109375,0.948944091796875,-0.172332763671875,0,0.4,0,19,3,3,106,29,36,0,0,0,
1500208677,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.259490966796875,0.948577880859375,-0.18121337890625,0,0.4,0,20,3,3,106,29,36,0,0,0,
1500208678,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.25555419921875,0.948272705078125,-0.18829345703125,0,0.4,0,21,3,3,105,28,36,0,0,0,
1500208679,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.25091552734375,0.94769287109375,-0.1971435546875,0,0.4,0,22,3,3,105,28,35,0,0,0,
1500208680,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.246368408203125,0.947479248046875,-0.203826904296875,0,0.4,0,22,3,3,105,27,35,0,0,0,
1500208681,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.242340087890625,0.94696044921875,-0.2109375,0,0.4,0,23,3,3,105,27,34,0,0,0,
1500208682,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.237640380859375,0.9461669921875,-0.219696044921875,0,0.41,0,24,3,3,105,26,34,0,0,0,
1500208683,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.233428955078125,0.94500732421875,-0.22894287109375,0,0.41,0,25,3,3,105,26,34,0,0,0,
1500208684,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.22930908203125,0.94427490234375,-0.236053466796875,0,0.41,0,26,3,3,105,25,33,0,0,0,
1500208685,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.226806640625,0.9432373046875,-0.242523193359375,0,0.41,0,27,3,3,105,25,33,0,0,0,
1500208686,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.2220458984375,0.942108154296875,-0.251220703125,0,0.42,0,28,3,3,105,24,33,0,0,0,
1500208687,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.231414794921875,0.932342529296875,-0.2777099609375,0,0.42,0,31,12,6,105,26,34,0,0,0,
1500208688,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.211395263671875,0.940032958984375,-0.267608642578125,0,0.42,0,29,3,3,104,23,32,0,0,0,
1500208689,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.20928955078125,0.938507080078125,-0.274566650390625,0,0.42,0,30,3,3,104,23,32,0,0,0,
1500208690,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.2044677734375,0.93701171875,-0.283111572265625,0,0.42,0,31,3,3,104,22,32,0,0,0,
1500208691,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.2000732421875,0.9351806640625,-0.292236328125,0,0.43,0,32,3,3,104,22,31,0,0,0,
1500208692,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.195770263671875,0.933837890625,-0.299285888671875,0,0.44,0,33,3,3,103,21,31,0,0,0,
1500208693,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.1934814453125,0.931427001953125,-0.308197021484375,0,0.44,0,34,3,3,103,21,30,0,0,0,
1500208694,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.188995361328125,0.929290771484375,-0.3172607421875,0,0.44,0,35,3,3,103,21,30,0,0,0,
1500208695,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.18463134765625,0.927764892578125,-0.324249267578125,0,0.44,0,36,3,3,103,20,30,0,0,0,
1500208696,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.18231201171875,0.925079345703125,-0.333099365234375,0,0.44,0,37,3,3,102,20,30,0,0,0,
1500208697,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.17791748046875,0.92340087890625,-0.340057373046875,0,0.44,0,37,3,3,102,19,29,0,0,0,
1500208698,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.173370361328125,0.920928955078125,-0.3489990234375,0,0.44,0,38,3,3,102,19,29,0,0,0,
1500208699,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.171112060546875,0.918731689453125,-0.35577392578125,0,0.44,0,39,3,3,102,19,29,0,0,0,
1500208700,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.168731689453125,0.915771484375,-0.364501953125,0,0.44,0,40,3,3,101,18,28,0,0,0,
1500208701,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.164642333984375,0.9134521484375,-0.37213134765625,0,0.45,0,41,3,3,101,18,28,0,0,0,
1500208702,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.1600341796875,0.91064453125,-0.38092041015625,0,0.46,0,42,3,3,101,17,27,0,0,0,
1500208703,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.1575927734375,0.90740966796875,-0.3895263671875,0,0.46,0,43,3,3,100,17,27,0,0,0,
1500208704,50,Enabled,MagnetometerRate,None,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,-0.1556396484375,0.904510498046875,-0.39697265625,0,0.45,0,44,3,3,100,17,27,0,0,0,
